,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,profit,genres,director
215,2010-12-10,The Tourist 2010,100000000,67631157,278731369,211100212,178731369,"Action,Adventure,Thriller",Florian Henckel von Donnersmarck
216,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole 2010,100000000,55675313,139716717,84041404,39716717,"Action,Adventure,Animation",Zack Snyder
217,2019-03-15,Wonder Park 2019,100000000,45216793,115149422,69932629,15149422,"Adventure,Animation,Comedy",Dylan Brown
218,2014-08-15,The Expendables 3 2014,100000000,39322544,209461378,170138834,109461378,"Action,Adventure,Thriller",Patrick Hughes
219,2010-03-12,Green Zone 2010,100000000,35497337,97523020,62025683,-2476980,"Action,Drama,Thriller",Paul Greengrass
220,2017-10-20,Geostorm 2017,100000000,33700160,220796009,187095849,120796009,"Action,Sci-Fi,Thriller",Dean Devlin
221,2015-12-25,Point Break 2015,100000000,28782481,126704591,97922110,26704591,"Action,Crime,Sport",Ericson Core
222,2015-12-11,In the Heart of the Sea 2015,100000000,25020758,89693309,64672551,-10306691,"Action,Adventure,Biography",Ron Howard
223,2014-04-18,Transcendence 2014,100000000,23022309,103039258,80016949,3039258,"Action,Drama,Sci-Fi",Wally Pfister
224,2018-12-14,Mortal Engines 2018,100000000,15951040,85287417,69336377,-14712583,"Action,Adventure,Fantasy",Christian Rivers
225,2015-11-06,The Peanuts Movie 2015,99000000,130178411,250091610,119913199,151091610,"Adventure,Animation,Comedy",Steve Martino
226,2018-11-21,Robin Hood 2018,99000000,30824628,84747441,53922813,-14252559,"Action,Adventure,Thriller",Otto Bathurst
227,2017-05-19,Alien: Covenant 2017,97000000,74262031,238521247,164259216,141521247,"Horror,Sci-Fi,Thriller",Ridley Scott
228,2015-03-13,Cinderella 2015,95000000,201151353,534551353,333400000,439551353,"Drama,Family,Fantasy",Kenneth Branagh
230,2012-07-13,Ice Age: Continental Drift 2012,95000000,161321843,879765137,718443294,784765137,"Adventure,Animation,Comedy","Mike Thurmeier, Steve Martino"
231,2010-05-27,Sex and the City 2 2010,95000000,95347692,294680778,199333086,199680778,"Comedy,Drama,Romance",Michael Patrick King
232,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief 2010,95000000,88768303,223050874,134282571,128050874,"Adventure,Family,Fantasy",Chris Columbus
233,2012-08-10,The Campaign 2012,95000000,86907746,104907746,18000000,9907746,Comedy,Jay Roach
234,2010-11-12,Unstoppable 2010,95000000,81562942,165720921,84157979,70720921,"Action,Thriller",Tony Scott
235,2016-08-19,Ben-Hur 2016,95000000,26410477,91669648,65259171,-3330352,"Action,Adventure,Drama",Timur Bekmambetov
236,2011-08-05,Rise of the Planet of the Apes 2011,93000000,176760185,470986200,294226015,377986200,"Action,Drama,Sci-Fi",Rupert Wyatt
237,2013-02-14,A Good Day to Die Hard 2013,92000000,67349198,304249198,236900000,212249198,"Action,Thriller",John Moore
238,2013-12-25,The Secret Life of Walter Mitty 2013,91000000,58236838,187861183,129624345,96861183,"Adventure,Comedy,Drama",Ben Stiller
239,2017-12-20,Jumanji: Welcome to the Jungle 2017,90000000,404508916,964496193,559987277,874496193,"Action,Adventure,Comedy",Jake Kasdan
240,2011-04-15,Rio 2011,90000000,143619809,487519809,343900000,397519809,"Adventure,Animation,Comedy",Carlos Saldanha
241,2011-12-20,The Girl with the Dragon Tattoo 2011,90000000,102515793,239373970,136858177,149373970,"Crime,Drama,Mystery",David Fincher
242,2016-09-23,The Magnificent Seven 2016,90000000,93432655,162525156,69092501,72525156,"Action,Adventure,Western",Antoine Fuqua
243,2015-12-18,Alvin and the Chipmunks: The Road Chip 2015,90000000,85886987,249517956,163630969,159517956,"Adventure,Animation,Comedy",Walt Becker
244,2015-07-24,Pixels 2015,90000000,78765986,244041804,165275818,154041804,"Action,Comedy,Sci-Fi",Chris Columbus
245,2013-08-07,Percy Jackson: Sea of Monsters 2013,90000000,68559554,200859554,132300000,110859554,"Adventure,Family,Fantasy",Thor Freudenthal
246,2016-06-10,Now You See Me 2 2016,90000000,65075540,328325007,263249467,238325007,"Action,Adventure,Comedy",Jon M. Chu
247,2018-03-16,Tomb Raider 2018,90000000,58250803,273477501,215226698,183477501,"Action,Adventure,Fantasy",Roar Uthaug
248,2011-08-19,Conan the Barbarian 2011,90000000,21295021,63356133,42061112,-26643867,"Action,Adventure,Fantasy",Marcus Nispel
249,2011-10-21,The Three Musketeers 2011,90000000,20377913,139877913,119500000,49877913,"Action,Adventure,Romance",Paul W.S. Anderson
250,2017-04-21,The Promise 2017,90000000,8224288,10551417,2327129,-79448583,Drama,Edwine Dorival
254,2010-11-24,The Nutcracker in 3D 2010,90000000,195459,20466016,20270557,-69533984,"Action,Family,Fantasy",Andrey Konchalovskiy
255,2017-12-13,Bright 2017,90000000,0,0,0,-90000000,"Action,Crime,Fantasy",David Ayer
256,2018-09-14,The Predator 2018,88000000,51024708,159487563,108462855,71487563,"Action,Adventure,Sci-Fi",Shane Black
257,2014-03-21,Divergent 2014,85000000,150947895,276014965,125067070,191014965,"Action,Adventure,Mystery",Neil Burger
258,2012-09-28,Hotel Transylvania 2012,85000000,148313048,378505812,230192764,293505812,"Animation,Comedy,Family",Genndy Tartakovsky
259,2019-04-05,Shazam! 2019,85000000,139606856,362899733,223292877,277899733,"Action,Adventure,Comedy",David F. Sandberg
260,2012-02-10,Safe House 2012,85000000,126181630,208542162,82360532,123542162,"Action,Adventure,Crime",Daniel Espinosa
261,2011-11-04,Tower Heist 2011,85000000,78046570,150422946,72376376,65422946,"Action,Comedy,Crime",Brett Ratner
262,2012-03-30,Mirror Mirror 2012,85000000,64935167,173613482,108678315,88613482,"Adventure,Comedy,Drama",Tarsem Singh
263,2011-11-23,Arthur Christmas 2011,85000000,46462469,149717124,103254655,64717124,"Adventure,Animation,Comedy","Sarah Smith, Barry Cook"
264,2017-01-20,xXx: Return of Xander Cage 2017,85000000,44898413,345033359,300134946,260033359,"Action,Adventure,Thriller",D.J. Caruso
265,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore 2010,85000000,43585753,113026383,69440630,28026383,"Action,Comedy,Family",Brad Peyton
266,2017-12-20,The Greatest Showman 2017,84000000,174340174,386665550,212325376,302665550,"Biography,Drama,Musical",Michael Gracey
267,2013-07-19,RED 2 2013,84000000,53262560,141507355,88244795,57507355,"Action,Comedy,Crime",Dean Parisot
268,2010-08-13,The Expendables 2010,82000000,103068524,268268174,165199650,186268174,"Action,Adventure,Thriller",Sylvester Stallone
269,2020-02-21,Call of the Wild 2020,82000000,0,0,0,-82000000,"Adventure,Animation,Family",Chris Sanders
270,2012-03-23,The Hunger Games 2012,80000000,408010692,677923379,269912687,597923379,"Action,Adventure,Sci-Fi",Gary Ross
271,2011-05-26,The Hangover Part II 2011,80000000,254464305,586464305,332000000,506464305,"Comedy,Mystery",Todd Phillips
272,2017-02-10,The Lego Batman Movie 2017,80000000,175750384,310660018,134909634,230660018,"Action,Animation,Comedy",Chris McKay
273,2015-09-25,Hotel Transylvania 2 2015,80000000,169700110,469500298,299800188,389500298,"Animation,Comedy,Family",Genndy Tartakovsky
274,2013-07-12,Grown Ups 2 2013,80000000,133668525,247023808,113355283,167023808,Comedy,Dennis Dugan
275,2011-12-16,Alvin and the Chipmunks: Chipwrecked 2011,80000000,133107389,349088523,215981134,269088523,"Adventure,Animation,Comedy",Mike Mitchell
276,2010-02-19,Shutter Island 2010,80000000,128012934,299461782,171448848,219461782,"Mystery,Thriller",Martin Scorsese
277,2010-12-17,Yogi Bear 2010,80000000,100246011,204774690,104528679,124774690,"Adventure,Animation,Comedy",Eric Brevig
278,2010-01-15,The Book of Eli 2010,80000000,94835059,158750817,63915758,78750817,"Action,Adventure,Drama","Albert Hughes, Allen Hughes"
279,2014-10-17,Fury 2014,80000000,85817906,210315681,124497775,130315681,"Action,Drama,War",David Ayer
280,2018-09-28,Smallfoot 2018,80000000,83240103,213691277,130451174,133691277,"Adventure,Animation,Comedy","Karey Kirkpatrick, Jason Reisig"
281,2011-07-08,Zookeeper 2011,80000000,80360866,170805525,90444659,90805525,"Comedy,Family,Romance",Frank Coraci
282,2019-06-07,The Secret Life of Pets 2 2019,80000000,63795655,113351496,49555841,33351496,"Adventure,Animation,Comedy","Jonathan del Val, Chris Renaud"
283,2015-10-23,The Last Witch Hunter 2015,80000000,27367660,130818912,103451252,50818912,"Action,Adventure,Fantasy",Breck Eisner
284,2014-02-21,Pompeii 2014,80000000,23169033,108469033,85300000,28469033,"Action,Adventure,Drama",Paul W.S. Anderson
285,2012-02-10,Journey 2: The Mysterious Island 2012,79000000,103860290,318146162,214285872,239146162,"Action,Adventure,Comedy",Brad Peyton
286,2011-11-11,Jack and Jill 2011,79000000,74158157,150519217,76361060,71519217,Comedy,Dennis Dugan
287,2013-09-27,Cloudy with a Chance of Meatballs 2 2013,78000000,119793567,274392649,154599082,196392649,"Adventure,Animation,Comedy","Cody Cameron, Kris Pearn"
288,2018-07-20,The Equalizer 2 2018,77000000,102084362,190453132,88368770,113453132,"Action,Crime,Thriller",Antoine Fuqua
289,2013-07-03,Despicable Me 2 2013,76000000,368065385,975216835,607151450,899216835,"Adventure,Animation,Comedy","Chris Renaud, Pierre Coffin"
290,2016-07-08,The Secret Life of Pets 2016,75000000,368384330,886750534,518366204,811750534,"Adventure,Animation,Comedy","Chris Renaud, Yarrow Cheney"
291,2016-12-21,Sing 2016,75000000,270329045,634454789,364125744,559454789,"Animation,Comedy,Family","Christophe Lourdelet, Garth Jennings"
292,2017-06-30,Despicable Me 3 2017,75000000,264624300,1034727750,770103450,959727750,"Adventure,Animation,Comedy","Pierre Coffin, Kyle Balda, Eric Guillon"
293,2010-06-25,Grown Ups 2010,75000000,162001186,272223430,110222244,197223430,Comedy,Dennis Dugan
294,2013-05-31,Now You See Me 2013,75000000,117723989,342769200,225045211,267769200,"Crime,Mystery,Thriller",Louis Leterrier
295,2018-08-03,Christopher Robin 2018,75000000,99215042,197504758,98289716,122504758,"Adventure,Animation,Comedy",Marc Forster
296,2011-11-11,Immortals 2011,75000000,83504017,211562435,128058418,136562435,"Action,Drama,Fantasy",Tarsem Singh
297,2010-06-04,Killers 2010,75000000,47059963,95572749,48512786,20572749,"Action,Comedy,Romance",Robert Luketic
298,2011-03-25,Sucker Punch 2011,75000000,36392502,89758389,53365887,14758389,"Action,Adventure,Fantasy",Zack Snyder
299,2016-10-28,Inferno 2016,75000000,34343574,219519367,185175793,144519367,"Action,Adventure,Crime",Ron Howard
300,2015-07-10,Minions 2015,74000000,336045770,1160336173,824290403,1086336173,"Adventure,Animation,Comedy","Pierre Coffin, Kyle Balda"
301,2015-02-06,The SpongeBob Movie: Sponge Out of Water 2015,74000000,162994032,311013181,148019149,237013181,"Adventure,Animation,Comedy","Mike Mitchell, Paul Tibbitt"
302,2016-05-20,The Angry Birds Movie 2016,73000000,107509366,352327887,244818521,279327887,"Action,Animation,Comedy","Clay Kaytis, Fergal Reilly"
303,2013-03-22,Olympus Has Fallen 2013,70000000,98927592,172878928,73951336,102878928,"Action,Thriller",Antoine Fuqua
304,2011-12-25,War Horse 2011,70000000,79883359,156815529,76932170,86815529,"Drama,History,War",Steven Spielberg
305,2014-02-07,The Monuments Men 2014,70000000,78031620,158702748,80671128,88702748,"Comedy,Drama,History",George Clooney
306,2016-09-23,Storks 2016,70000000,72679278,183353431,110674153,113353431,"Adventure,Animation,Comedy","Doug Sweetland, Nicholas Stoller"
307,2017-09-22,The Lego Ninjago Movie 2017,70000000,59281555,122737201,63455646,52737201,"Action,Adventure,Animation","Charlie Bean, Paul Fisher, Bob Logan"
308,2014-10-10,Dracula Untold 2014,70000000,55991880,220241723,164249843,150241723,"Action,Drama,Fantasy",Gary Shore
309,2011-01-14,The Dilemma 2011,70000000,48475290,70546865,22071575,546865,"Comedy,Drama",Ron Howard
310,2012-06-15,Rock of Ages 2012,70000000,38518613,61031932,22513319,-8968068,"Comedy,Drama,Musical",Adam Shankman
311,2016-01-29,The Finest Hours 2016,70000000,27569558,49252761,21683203,-20747239,"Action,Drama,History",Craig Gillespie
312,2013-10-18,Escape Plan 2013,70000000,25135965,103735965,78600000,33735965,"Action,Crime,Mystery",Mikael Håfström
313,2011-09-23,Killer Elite 2011,70000000,25124986,65409046,40284060,-4590954,"Action,Crime,Thriller",Gary McKendry
314,2014-01-10,The Legend of Hercules 2014,70000000,18848538,58953319,40104781,-11046681,"Action,Adventure,Fantasy",Renny Harlin
315,2015-01-16,Blackhat 2015,70000000,8005980,19665004,11659024,-50334996,"Action,Crime,Thriller",Michael Mann
316,2010-07-09,Despicable Me 2010,69000000,251513985,543464573,291950588,474464573,"Animation,Comedy,Family","Chris Renaud, Pierre Coffin"
317,2010-07-30,Dinner for Schmucks 2010,69000000,73026337,86796502,13770165,17796502,Comedy,Jay Roach
318,2018-03-02,Red Sparrow 2018,69000000,46874505,145951861,99077356,76951861,"Action,Drama,Thriller",Francis Lawrence
319,2010-06-30,The Twilight Saga: Eclipse 2010,68000000,300531751,706102828,405571077,638102828,"Adventure,Drama,Fantasy",David Slade
320,2015-06-26,Ted 2 2015,68000000,81476385,217214143,135737758,149214143,Comedy,Seth MacFarlane
321,2011-02-25,Hall Pass 2011,68000000,45060734,87173475,42112741,19173475,"Comedy,Romance","Bobby Farrelly, Peter Farrelly"
322,2017-12-22,Downsizing 2017,68000000,24449754,54462971,30013217,-13537029,"Drama,Sci-Fi",Alexander Payne
323,2012-06-22,Abraham Lincoln: Vampire Hunter 2012,67500000,37519139,137489730,99970591,69989730,"Action,Fantasy,Horror",Timur Bekmambetov
324,2014-03-14,Need for Speed 2014,66000000,43568507,194169619,150601112,128169619,"Action,Crime,Thriller",Scott Waugh
325,2012-11-09,Lincoln 2012,65000000,182207973,273346281,91138308,208346281,"Biography,Drama,History",Steven Spielberg
326,2018-07-13,Hotel Transylvania 3: Summer Vacation 2018,65000000,167500092,527079962,359579870,462079962,"Adventure,Animation,Comedy",Genndy Tartakovsky
327,2014-12-25,Unbroken 2014,65000000,115637895,163527824,47889929,98527824,"Biography,Drama,Sport",Angelina Jolie
328,2010-11-05,Due Date 2010,65000000,100539043,211739043,111200000,146739043,"Adventure,Comedy",Todd Phillips
329,2014-12-19,Annie 2014,65000000,85911262,139829625,53918363,74829625,"Comedy,Drama,Family",Will Gluck
330,2012-05-16,The Dictator 2012,65000000,59650222,180148897,120498675,115148897,Comedy,Larry Charles
331,2012-02-17,This Means War 2012,65000000,54760791,156974557,102213766,91974557,"Action,Comedy,Romance",McG
332,2015-02-27,Focus 2015,65000000,53862963,168065700,114202737,103065700,"Comedy,Crime,Drama","John Requa, Glenn Ficarra"
333,2012-11-21,Red Dawn 2012,65000000,44806783,48164150,3357367,-16835850,"Action,Sci-Fi,Thriller",Dan Bradley
334,2015-09-18,Everest 2015,65000000,43482270,221297061,177814791,156297061,"Action,Adventure,Biography",Baltasar Kormákur
335,2012-09-14,Resident Evil: Retribution 2012,65000000,42345531,240647629,198302098,175647629,"Action,Horror,Sci-Fi",Paul W.S. Anderson
336,2014-01-24,"I, Frankenstein 2014",65000000,19075290,74575290,55500000,9575290,"Action,Fantasy,Horror",Stuart Beattie
337,2014-08-22,Sin City: A Dame to Kill For 2014,65000000,13757804,40650842,26893038,-24349158,"Crime,Thriller","Robert Rodriguez, Frank Miller"
338,2016-12-25,Live by Night 2016,65000000,10378555,21774432,11395877,-43225568,"Action,Crime,Drama",Ben Affleck
339,2018-10-26,Air Strike 2018,65000000,0,516279,516279,-64483721,"Action,Adventure,Drama",Xiao Feng
340,2011-04-01,Hop 2011,63000000,108085305,188657593,80572288,125657593,"Adventure,Animation,Comedy",Tim Hill
341,2017-09-15,American Assassin 2017,63000000,36249674,68310140,32060466,5310140,"Action,Thriller",Michael Cuesta
342,2015-12-25,The Hateful Eight 2015,62000000,54117416,147864886,93747470,85864886,"Crime,Drama,Mystery",Quentin Tarantino
343,2014-10-03,Gone Girl 2014,61000000,167767189,368567189,200800000,307567189,"Drama,Mystery,Thriller",David Fincher
344,2015-09-18,Maze Runner: The Scorch Trials 2015,61000000,81697192,310566162,228868970,249566162,"Action,Sci-Fi,Thriller",Wes Ball
345,2013-08-02,2 Guns 2013,61000000,75612460,132493015,56880555,71493015,"Action,Comedy,Crime",Baltasar Kormákur
346,2014-02-07,The Lego Movie 2014,60000000,257784718,457729388,199944670,397729388,"Action,Adventure,Animation","Phil Lord, Christopher Miller"
347,2016-09-09,Sully 2016,60000000,125070033,238524556,113454523,178524556,"Biography,Drama",Clint Eastwood
348,2010-08-13,Eat Pray Love 2010,60000000,80574010,206598789,126024779,146598789,"Drama,Romance",Ryan Murphy
349,2012-12-21,Jack Reacher 2012,60000000,80070736,217370736,137300000,157370736,"Action,Crime,Thriller",Christopher McQuarrie
350,2011-09-09,Contagion 2011,60000000,75658097,137551594,61893497,77551594,"Action,Drama,Thriller",Steven Soderbergh
351,2016-03-04,London Has Fallen 2016,60000000,62524260,195194085,132669825,135194085,"Action,Thriller",Babak Najafi
352,2016-10-21,Jack Reacher: Never Go Back 2016,60000000,58697076,159946489,101249413,99946489,"Action,Thriller",Edward Zwick
353,2017-05-25,Baywatch 2017,60000000,58060186,175863783,117803597,115863783,"Action,Comedy,Crime",Seth Gordon
354,2015-12-25,Joy 2015,60000000,56451232,101134059,44682827,41134059,Drama,David O. Russell
355,2012-08-17,ParaNorman 2012,60000000,56003051,108119662,52116611,48119662,"Adventure,Animation,Comedy","Chris Butler, Sam Fell"
356,2014-09-26,The Boxtrolls 2014,60000000,50837305,111946251,61108946,51946251,"Adventure,Animation,Comedy","Graham Annable, Anthony Stacchi"
357,2017-08-04,The Dark Tower 2017,60000000,50701325,113461527,62760202,53461527,"Action,Adventure,Fantasy",Nikolaj Arcel
358,2014-01-17,Jack Ryan: Shadow Recruit 2014,60000000,50577412,131377412,80800000,71377412,"Action,Drama,Thriller",Kenneth Branagh
359,2018-12-25,Vice 2018,60000000,47836282,70883171,23046889,10883171,"Biography,Comedy,Drama",Adam McKay
360,2013-01-11,Gangster Squad 2013,60000000,46000903,104100903,58100000,44100903,"Action,Crime,Drama",Ruben Fleischer
361,2017-04-07,Smurfs: The Lost Village 2017,60000000,45020282,197578586,152558304,137578586,"Adventure,Animation,Comedy",Kelly Asbury
362,2018-10-12,First Man 2018,60000000,44936545,105203825,60267280,45203825,"Biography,Drama,History",Damien Chazelle
363,2010-01-29,Edge of Darkness 2010,60000000,43313890,82812456,39498566,22812456,"Crime,Drama,Mystery",Martin Campbell
364,2012-09-21,Trouble with the Curve 2012,60000000,35763137,47818913,12055776,-12181087,"Drama,Sport",Robert Lorenz
365,2019-02-08,Cold Pursuit 2019,60000000,32138862,62599159,30460297,2599159,"Action,Crime,Drama",Hans Petter Moland
366,2013-08-21,The Mortal Instruments: City of Bones 2013,60000000,31165421,75965567,44800146,15965567,"Action,Fantasy,Horror",Harald Zwart
367,2011-05-13,Priest 2011,60000000,29136626,84154026,55017400,24154026,"Action,Adventure,Fantasy",Scott Stewart
368,2015-01-23,Mortdecai 2015,60000000,7696134,30396134,22700000,-29603866,"Action,Comedy,Crime",David Koepp
369,2015-12-11,The Ridiculous 6 2015,60000000,0,0,0,-60000000,"Comedy,Western",Frank Coraci
370,2019-11-08,Midway 2019,59500000,0,0,0,-59500000,"Action,Drama,History",Roland Emmerich
371,2018-03-23,Sherlock Gnomes 2018,59000000,43242871,87527651,44284780,28527651,"Adventure,Animation,Comedy",John Stevenson
372,2019-01-25,The Kid Who Would Be King 2019,59000000,16790790,28348446,11557656,-30651554,"Action,Adventure,Family",Joe Cornish
373,2016-02-12,Deadpool 2016,58000000,363070709,801025593,437954884,743025593,"Action,Adventure,Comedy",Tim Miller
374,2014-12-25,American Sniper 2014,58000000,350126372,547326372,197200000,489326372,"Action,Biography,Drama",Clint Eastwood
375,2015-10-16,Goosebumps 2015,58000000,80069458,158905324,78835866,100905324,"Adventure,Comedy,Family",Rob Letterman
376,2012-01-20,Red Tails 2012,58000000,49876377,50365498,489121,-7634502,"Action,Adventure,Drama",Anthony Hemingway
377,2013-06-07,The Internship 2013,58000000,44672764,93672764,49000000,35672764,Comedy,Shawn Levy
378,2017-03-24,Life 2017,58000000,30234022,100929666,70695644,42929666,"Horror,Sci-Fi,Thriller",Daniel Espinosa
379,2010-09-10,Resident Evil: Afterlife 2010,57500000,60128566,295874190,235745624,238374190,"Action,Adventure,Horror",Paul W.S. Anderson
380,2012-06-15,That's My Boy 2012,57500000,36931089,58085235,21154146,585235,Comedy,Sean Anders
381,2014-12-25,Into the Woods 2014,56200000,128002372,213116401,85114029,156916401,"Adventure,Comedy,Drama",Rob Marshall
382,2018-11-02,Bohemian Rhapsody 2018,55000000,216303339,894985342,678682003,839985342,"Biography,Drama,Music",Bryan Singer
383,2017-02-10,Fifty Shades Darker 2017,55000000,114434010,381398492,266964482,326398492,"Drama,Romance",James Foley
384,2013-10-11,Captain Phillips 2013,55000000,107136417,220648184,113511767,165648184,"Biography,Drama,Thriller",Paul Greengrass
385,2017-11-10,Murder on the Orient Express 2017,55000000,102826543,345922730,243096187,290922730,"Crime,Drama,Mystery",Kenneth Branagh
386,2014-09-26,The Equalizer 2014,55000000,101530738,192903624,91372886,137903624,"Action,Crime,Thriller",Antoine Fuqua
387,2018-02-09,Fifty Shades Freed 2018,55000000,100407760,371350619,270942859,316350619,"Drama,Romance,Thriller",James Foley
388,2010-04-09,Date Night 2010,55000000,98711404,152269033,53557629,97269033,"Comedy,Crime,Romance",Shawn Levy
389,2013-11-01,Free Birds 2013,55000000,55750480,110387072,54636592,55387072,"Adventure,Animation,Comedy",Jimmy Hayward
390,2014-03-21,Muppets Most Wanted 2014,55000000,51178893,79312301,28133408,24312301,"Adventure,Comedy,Crime",James Bobin
391,2016-08-19,Kubo and the Two Strings 2016,55000000,48023088,77548122,29525034,22548122,"Action,Adventure,Animation",Travis Knight
392,2010-11-24,Burlesque 2010,55000000,39440655,90552675,51112020,35552675,"Drama,Music,Musical",Steve Antin
394,2012-07-27,The Watch 2012,55000000,34353000,67130045,32777045,12130045,"Action,Comedy,Horror",Akiva Schaffer
395,2018-02-23,Annihilation 2018,55000000,32732301,43070915,10338614,-11929085,"Adventure,Drama,Horror",Alex Garland
396,2015-10-16,Crimson Peak 2015,55000000,31090320,74966854,43876534,19966854,"Drama,Fantasy,Horror",Guillermo del Toro
397,2012-04-27,The Pirates! Band of Misfits 2012,55000000,31051126,136143605,105092479,81143605,"Adventure,Animation,Comedy","Jeff Newitt, Peter Lord"
398,2015-09-18,Black Mass 2015,53000000,62575678,98837872,36262194,45837872,"Biography,Crime,Drama",Scott Cooper
399,2012-12-19,Zero Dark Thirty 2012,52500000,95720716,134612435,38891719,82112435,"Drama,Thriller",Kathryn Bigelow
400,2010-02-12,Valentine's Day 2010,52000000,110485654,217569328,107083674,165569328,"Comedy,Romance",Garry Marshall
401,2011-08-05,The Change-Up 2011,52000000,37243418,75997067,38753649,23997067,"Comedy,Fantasy",David Dobkin
402,2018-08-17,Alpha 2018,51000000,35851379,99624873,63773494,48624873,"Adventure,Drama,Family",Albert Hughes
403,2011-03-04,The Adjustment Bureau 2011,50200000,62495645,126931325,64435680,76731325,"Romance,Sci-Fi,Thriller",George Nolfi
404,2012-06-29,Ted 2012,50000000,218665740,556016627,337350887,506016627,"Comedy,Fantasy",Seth MacFarlane
405,2014-06-13,22 Jump Street 2014,50000000,191719337,331333876,139614539,281333876,"Action,Comedy,Crime","Phil Lord, Christopher Miller"
406,2016-06-17,Central Intelligence 2016,50000000,127440871,217194805,89753934,167194805,"Action,Comedy,Crime",Rawson Marshall Thurber
407,2013-12-18,Anchorman 2: The Legend Continues 2013,50000000,127352707,172185754,44833047,122185754,Comedy,Adam McKay
408,2011-06-10,Super 8 2011,50000000,127004179,257972745,130968566,207972745,"Mystery,Sci-Fi,Thriller",J.J. Abrams
409,2018-11-21,Creed II 2018,50000000,115715889,213591522,97875633,163591522,"Drama,Sport",Steven Caple Jr.
410,2018-02-09,Peter Rabbit 2018,50000000,115234093,347136477,231902384,297136477,"Adventure,Animation,Comedy",Will Gluck
411,2018-12-14,The Mule 2018,50000000,103804407,170857676,67053269,120857676,"Crime,Drama,Thriller",Clint Eastwood
412,2014-02-28,Non-Stop 2014,50000000,91742160,222383055,130640895,172383055,"Action,Mystery,Thriller",Jaume Collet-Serra
413,2017-07-28,The Emoji Movie 2017,50000000,86089513,216562312,130472799,166562312,"Adventure,Animation,Comedy",Tony Leondis
414,2017-12-22,The Post 2017,50000000,81903458,179748880,97845422,129748880,"Biography,Drama,History",Steven Spielberg
415,2011-12-23,We Bought a Zoo 2011,50000000,75624550,118729073,43104523,68729073,"Comedy,Drama,Family",Cameron Crowe
416,2011-09-23,Moneyball 2011,50000000,75605492,111300835,35695343,61300835,"Biography,Drama,Sport",Bennett Miller
417,2012-04-06,American Reunion 2012,50000000,56758835,236799211,180040376,186799211,Comedy,"Jon Hurwitz, Hayden Schlossberg"
418,2013-01-25,Hansel & Gretel: Witch Hunters 2013,50000000,55703475,214949716,159246241,164949716,"Action,Fantasy,Horror",Tommy Wirkola
419,2017-09-29,American Made 2017,50000000,51342000,135569212,84227212,85569212,"Action,Biography,Comedy",Doug Liman
420,2014-10-17,The Book of Life 2014,50000000,50151543,97651543,47500000,47651543,"Adventure,Animation,Comedy",Jorge R. Gutiérrez
421,2014-08-08,Into the Storm 2014,50000000,47602194,150429371,102827177,100429371,"Action,Adventure,Drama",Steven Quale
422,2014-10-10,The Judge 2014,50000000,47119388,76119388,29000000,26119388,"Crime,Drama",David Dobkin
423,2016-08-19,War Dogs 2016,50000000,43034523,86234503,43199980,36234503,"Comedy,Crime,Drama",Todd Phillips
424,2016-05-20,The Nice Guys 2016,50000000,36261763,59596747,23334984,9596747,"Action,Comedy,Crime",Shane Black
425,2010-06-04,Marmaduke 2010,50000000,33644788,89895930,56251142,39895930,"Comedy,Family",Tom Dey
426,2010-10-15,Hereafter 2010,50000000,32746941,108660270,75913329,58660270,"Drama,Fantasy,Romance",Clint Eastwood
427,2016-02-12,Zoolander 2 2016,50000000,28848693,55348693,26500000,5348693,Comedy,Ben Stiller
428,2013-03-29,The Host 2013,50000000,26623701,64477051,37853350,14477051,"Action,Adventure,Drama",Andrew Niccol
429,2015-03-13,Run All Night 2015,50000000,26461644,66961644,40500000,16961644,"Action,Drama,Thriller",Jaume Collet-Serra
430,2019-04-12,Hellboy 2019,50000000,21903748,40725492,18821744,-9274508,"Action,Adventure,Fantasy",Neil Marshall
431,2011-04-08,Your Highness 2011,50000000,21596445,26121638,4525193,-23878362,"Adventure,Comedy,Fantasy",David Gordon Green
432,2016-09-16,Snowden 2016,50000000,21587519,35380918,13793399,-14619082,"Biography,Drama,Thriller",Oliver Stone
433,2011-09-30,Dream House 2011,50000000,21302340,41642166,20339826,-8357834,"Drama,Mystery,Thriller",Jim Sheridan
434,2016-06-24,Free State of Jones 2016,50000000,20810036,23237252,2427216,-26762748,"Action,Biography,Drama",Gary Ross
435,2013-02-14,Beautiful Creatures 2013,50000000,19452138,60282876,40830738,10282876,"Drama,Fantasy,Romance",Richard LaGravenese
436,2011-02-25,Drive Angry 2011,50000000,10721033,41042583,30321550,-8957417,"Action,Fantasy,Thriller",Patrick Lussier
437,2018-02-16,Early Man 2018,50000000,8267544,45285890,37018346,-4714110,"Adventure,Animation,Comedy",Nick Park
438,2015-04-17,Child 44 2015,50000000,1224330,8004221,6779891,-41995779,"Crime,Drama,History",Daniel Espinosa
439,2013-03-15,Upside Down 2013,50000000,102118,26387039,26284921,-23612961,Documentary,Lisa Tahon
440,2019-11-22,The Rhythm Section 2019,50000000,0,0,0,-50000000,"Action,Mystery,Thriller",Reed Morano
